   x	       F(x)		       P(x)		      E(x)
0.20	 2.9800e-01	 2.9800e-01	 5.5511e-17
0.30	 4.4328e-01	 2.0517e-01	 2.3811e-01
0.40	 5.8413e-01	 1.1504e-01	 4.6908e-01
0.50	 7.1914e-01	 2.7619e-02	 6.9152e-01
0.60	 8.4696e-01	-5.7105e-02	 9.0407e-01
0.70	 9.6633e-01	-1.3913e-01	 1.1055e+00
0.80	 1.0760e+00	-2.1845e-01	 1.2945e+00
0.90	 1.1750e+00	-2.9506e-01	 1.4701e+00
1.00	 1.2622e+00	-3.6898e-01	 1.6312e+00
1.10	 1.3368e+00	-4.4019e-01	 1.7770e+00
1.20	 1.3981e+00	-5.0870e-01	 1.9068e+00
1.30	 1.4453e+00	-5.7450e-01	 2.0198e+00
1.40	 1.4782e+00	-6.3761e-01	 2.1158e+00
1.50	 1.4962e+00	-6.9801e-01	 2.1943e+00
1.60	 1.4994e+00	-7.5571e-01	 2.2551e+00
1.70	 1.4875e+00	-8.1071e-01	 2.2982e+00
1.80	 1.4608e+00	-8.6300e-01	 2.3238e+00
1.90	 1.4195e+00	-9.1259e-01	 2.3320e+00
2.00	 1.3639e+00	-9.5949e-01	 2.3234e+00
2.10	 1.2948e+00	-1.0037e+00	 2.2985e+00
2.20	 1.2127e+00	-1.0452e+00	 2.2579e+00
2.30	 1.1186e+00	-1.0839e+00	 2.2025e+00
2.40	 1.0132e+00	-1.1200e+00	 2.1332e+00
2.50	 8.9771e-01	-1.1534e+00	 2.0511e+00
2.60	 7.7325e-01	-1.1841e+00	 1.9573e+00
2.70	 6.4107e-01	-1.2120e+00	 1.8531e+00
2.80	 5.0248e-01	-1.2373e+00	 1.7398e+00
2.90	 3.5887e-01	-1.2599e+00	 1.6188e+00
3.00	 2.1168e-01	-1.2798e+00	 1.4914e+00
3.10	 6.2371e-02	-1.2969e+00	 1.3593e+00
3.20	-8.7561e-02	-1.3114e+00	 1.2238e+00
3.30	-2.3662e-01	-1.3231e+00	 1.0865e+00
3.40	-3.8331e-01	-1.3322e+00	 9.4888e-01
3.50	-5.2617e-01	-1.3386e+00	 8.1238e-01
3.60	-6.6378e-01	-1.3422e+00	 6.7842e-01
3.70	-7.9475e-01	-1.3432e+00	 5.4840e-01
3.80	-9.1779e-01	-1.3414e+00	 4.2361e-01
3.90	-1.0316e+00	-1.3369e+00	 3.0529e-01
4.00	-1.1352e+00	-1.3298e+00	 1.9458e-01
4.10	-1.2274e+00	-1.3199e+00	 9.2510e-02
4.20	-1.3074e+00	-1.3074e+00	-6.6613e-16
4.30	-1.3742e+00	-1.2921e+00	-8.2150e-02
4.40	-1.4274e+00	-1.2741e+00	-1.5327e-01
4.50	-1.4663e+00	-1.2535e+00	-2.1283e-01
4.60	-1.4905e+00	-1.2301e+00	-2.6045e-01
4.70	-1.4999e+00	-1.2040e+00	-2.9587e-01
4.80	-1.4942e+00	-1.1752e+00	-3.1901e-01
4.90	-1.4737e+00	-1.1438e+00	-3.2992e-01
5.00	-1.4384e+00	-1.1096e+00	-3.2881e-01
5.10	-1.3887e+00	-1.0727e+00	-3.1603e-01
5.20	-1.3252e+00	-1.0331e+00	-2.9207e-01
5.30	-1.2484e+00	-9.9082e-01	-2.5758e-01
5.40	-1.1591e+00	-9.4583e-01	-2.1332e-01
5.50	-1.0583e+00	-8.9813e-01	-1.6018e-01
5.60	-9.4690e-01	-8.4774e-01	-9.9162e-02
5.70	-8.2603e-01	-7.9464e-01	-3.1388e-02
5.80	-6.9690e-01	-7.3884e-01	 4.1936e-02
5.90	-5.6081e-01	-6.8034e-01	 1.1952e-01
6.00	-4.1912e-01	-6.1913e-01	 2.0001e-01
6.10	-2.7324e-01	-5.5522e-01	 2.8198e-01
6.20	-1.2463e-01	-4.8861e-01	 3.6398e-01
6.30	 2.5221e-02	-4.1930e-01	 4.4452e-01
6.40	 1.7482e-01	-3.4728e-01	 5.2211e-01
6.50	 3.2268e-01	-2.7257e-01	 5.9525e-01
6.60	 4.6731e-01	-1.9515e-01	 6.6246e-01
6.70	 6.0727e-01	-1.1502e-01	 7.2230e-01
6.80	 7.4117e-01	-3.2200e-02	 7.7337e-01
6.90	 8.6766e-01	 5.3327e-02	 8.1433e-01
7.00	 9.8548e-01	 1.4156e-01	 8.4392e-01
7.10	 1.0935e+00	 2.3249e-01	 8.6097e-01
7.20	 1.1905e+00	 3.2612e-01	 8.6438e-01
7.30	 1.2757e+00	 4.2246e-01	 8.5320e-01
7.40	 1.3481e+00	 5.2150e-01	 8.2656e-01
7.50	 1.4070e+00	 6.2324e-01	 7.8376e-01
7.60	 1.4519e+00	 7.2768e-01	 7.2420e-01
7.70	 1.4823e+00	 8.3483e-01	 6.4742e-01
7.80	 1.4978e+00	 9.4468e-01	 5.5314e-01
7.90	 1.4984e+00	 1.0572e+00	 4.4118e-01
8.00	 1.4840e+00	 1.1725e+00	 3.1156e-01
8.10	 1.4548e+00	 1.2904e+00	 1.6440e-01
8.20	 1.4111e+00	 1.4111e+00	-2.2204e-15
