   x	       F(x)		       P(x)		      E(x)
0.20	 2.9800e-01	 2.9800e-01	 0.0000e+00
0.30	 4.4328e-01	 5.0424e-01	-6.0960e-02
0.40	 5.8413e-01	 6.9232e-01	-1.0819e-01
0.50	 7.1914e-01	 8.6200e-01	-1.4286e-01
0.60	 8.4696e-01	 1.0132e+00	-1.6622e-01
0.70	 9.6633e-01	 1.1458e+00	-1.7950e-01
0.80	 1.0760e+00	 1.2600e+00	-1.8397e-01
0.90	 1.1750e+00	 1.3559e+00	-1.8088e-01
1.00	 1.2622e+00	 1.4337e+00	-1.7148e-01
1.10	 1.3368e+00	 1.4938e+00	-1.5697e-01
1.20	 1.3981e+00	 1.5365e+00	-1.3848e-01
1.30	 1.4453e+00	 1.5625e+00	-1.1712e-01
1.40	 1.4782e+00	 1.5721e+00	-9.3912e-02
1.50	 1.4962e+00	 1.5660e+00	-6.9786e-02
1.60	 1.4994e+00	 1.5450e+00	-4.5601e-02
1.70	 1.4875e+00	 1.5096e+00	-2.2118e-02
1.80	 1.4608e+00	 1.4608e+00	 8.8818e-16
1.90	 1.4195e+00	 1.3993e+00	 2.0191e-02
2.00	 1.3639e+00	 1.3260e+00	 3.7995e-02
2.10	 1.2948e+00	 1.2418e+00	 5.3055e-02
2.20	 1.2127e+00	 1.1476e+00	 6.5114e-02
2.30	 1.1186e+00	 1.0445e+00	 7.4015e-02
2.40	 1.0132e+00	 9.3350e-01	 7.9696e-02
2.50	 8.9771e-01	 8.1553e-01	 8.2182e-02
2.60	 7.7325e-01	 6.9167e-01	 8.1585e-02
2.70	 6.4107e-01	 5.6298e-01	 7.8089e-02
2.80	 5.0248e-01	 4.3053e-01	 7.1950e-02
2.90	 3.5887e-01	 2.9539e-01	 6.3480e-02
3.00	 2.1168e-01	 1.5864e-01	 5.3041e-02
3.10	 6.2371e-02	 2.1336e-02	 4.1035e-02
3.20	-8.7561e-02	-1.1545e-01	 2.7893e-02
3.30	-2.3662e-01	-2.5068e-01	 1.4062e-02
3.40	-3.8331e-01	-3.8331e-01	 6.1062e-16
3.50	-5.2617e-01	-5.1233e-01	-1.3841e-02
3.60	-6.6378e-01	-6.3676e-01	-2.7021e-02
3.70	-7.9475e-01	-7.5563e-01	-3.9125e-02
3.80	-9.1779e-01	-8.6802e-01	-4.9768e-02
3.90	-1.0316e+00	-9.7304e-01	-5.8610e-02
4.00	-1.1352e+00	-1.0698e+00	-6.5359e-02
4.10	-1.2274e+00	-1.1576e+00	-6.9780e-02
4.20	-1.3074e+00	-1.2357e+00	-7.1702e-02
4.30	-1.3742e+00	-1.3032e+00	-7.1020e-02
4.40	-1.4274e+00	-1.3597e+00	-6.7703e-02
4.50	-1.4663e+00	-1.4045e+00	-6.1793e-02
4.60	-1.4905e+00	-1.4371e+00	-5.3407e-02
4.70	-1.4999e+00	-1.4571e+00	-4.2735e-02
4.80	-1.4942e+00	-1.4642e+00	-3.0043e-02
4.90	-1.4737e+00	-1.4580e+00	-1.5665e-02
5.00	-1.4384e+00	-1.4384e+00	-3.5527e-15
5.10	-1.3887e+00	-1.4052e+00	 1.6496e-02
5.20	-1.3252e+00	-1.3585e+00	 3.3314e-02
5.30	-1.2484e+00	-1.2983e+00	 4.9905e-02
5.40	-1.1591e+00	-1.2248e+00	 6.5690e-02
5.50	-1.0583e+00	-1.1384e+00	 8.0069e-02
5.60	-9.4690e-01	-1.0393e+00	 9.2438e-02
5.70	-8.2603e-01	-9.2823e-01	 1.0220e-01
5.80	-6.9690e-01	-8.0569e-01	 1.0879e-01
5.90	-5.6081e-01	-6.7248e-01	 1.1167e-01
6.00	-4.1912e-01	-5.2948e-01	 1.1036e-01
6.10	-2.7324e-01	-3.7772e-01	 1.0447e-01
6.20	-1.2463e-01	-2.1834e-01	 9.3701e-02
6.30	 2.5221e-02	-5.2629e-02	 7.7850e-02
6.40	 1.7482e-01	 1.1796e-01	 5.6861e-02
6.50	 3.2268e-01	 2.9186e-01	 3.0824e-02
6.60	 4.6731e-01	 4.6731e-01	 1.1102e-16
6.70	 6.0727e-01	 6.4244e-01	-3.5162e-02
6.80	 7.4117e-01	 8.1517e-01	-7.4003e-02
6.90	 8.6766e-01	 9.8330e-01	-1.1564e-01
7.00	 9.8548e-01	 1.1444e+00	-1.5895e-01
7.10	 1.0935e+00	 1.2960e+00	-2.0253e-01
7.20	 1.1905e+00	 1.4352e+00	-2.4473e-01
7.30	 1.2757e+00	 1.5592e+00	-2.8359e-01
7.40	 1.3481e+00	 1.6649e+00	-3.1685e-01
7.50	 1.4070e+00	 1.7489e+00	-3.4192e-01
7.60	 1.4519e+00	 1.8078e+00	-3.5590e-01
7.70	 1.4823e+00	 1.8378e+00	-3.5554e-01
7.80	 1.4978e+00	 1.8350e+00	-3.3723e-01
7.90	 1.4984e+00	 1.7954e+00	-2.9702e-01
8.00	 1.4840e+00	 1.7146e+00	-2.3060e-01
8.10	 1.4548e+00	 1.5881e+00	-1.3328e-01
8.20	 1.4111e+00	 1.4111e+00	 1.8430e-14
