   x	       F(x)		       P(x)		      E(x)
0.20	 2.9800e-01	 2.9800e-01	-1.6653e-16
0.30	 4.4328e-01	 6.5491e-01	-2.1163e-01
0.40	 5.8413e-01	 9.6417e-01	-3.8004e-01
0.50	 7.1914e-01	 1.2285e+00	-5.0941e-01
0.60	 8.4696e-01	 1.4507e+00	-6.0377e-01
0.70	 9.6633e-01	 1.6334e+00	-6.6703e-01
0.80	 1.0760e+00	 1.7790e+00	-7.0295e-01
0.90	 1.1750e+00	 1.8901e+00	-7.1512e-01
1.00	 1.2622e+00	 1.9692e+00	-7.0697e-01
1.10	 1.3368e+00	 2.0185e+00	-6.8173e-01
1.20	 1.3981e+00	 2.0405e+00	-6.4245e-01
1.30	 1.4453e+00	 2.0373e+00	-5.9197e-01
1.40	 1.4782e+00	 2.0111e+00	-5.3295e-01
1.50	 1.4962e+00	 1.9640e+00	-4.6781e-01
1.60	 1.4994e+00	 1.8981e+00	-3.9877e-01
1.70	 1.4875e+00	 1.8153e+00	-3.2783e-01
1.80	 1.4608e+00	 1.7176e+00	-2.5680e-01
1.90	 1.4195e+00	 1.6067e+00	-1.8724e-01
2.00	 1.3639e+00	 1.4845e+00	-1.2051e-01
2.10	 1.2948e+00	 1.3526e+00	-5.7782e-02
2.20	 1.2127e+00	 1.2127e+00	 3.3307e-15
2.30	 1.1186e+00	 1.0665e+00	 5.2072e-02
2.40	 1.0132e+00	 9.1533e-01	 9.7861e-02
2.50	 8.9771e-01	 7.6074e-01	 1.3697e-01
2.60	 7.7325e-01	 6.0408e-01	 1.6917e-01
2.70	 6.4107e-01	 4.4669e-01	 1.9438e-01
2.80	 5.0248e-01	 2.8980e-01	 2.1268e-01
2.90	 3.5887e-01	 1.3462e-01	 2.2426e-01
3.00	 2.1168e-01	-1.7748e-02	 2.2943e-01
3.10	 6.2371e-02	-1.6624e-01	 2.2861e-01
3.20	-8.7561e-02	-3.0986e-01	 2.2230e-01
3.30	-2.3662e-01	-4.4769e-01	 2.1107e-01
3.40	-3.8331e-01	-5.7887e-01	 1.9556e-01
3.50	-5.2617e-01	-7.0261e-01	 1.7643e-01
3.60	-6.6378e-01	-8.1817e-01	 1.5439e-01
3.70	-7.9475e-01	-9.2489e-01	 1.3014e-01
3.80	-9.1779e-01	-1.0222e+00	 1.0440e-01
3.90	-1.0316e+00	-1.1095e+00	 7.7860e-02
4.00	-1.1352e+00	-1.1864e+00	 5.1201e-02
4.10	-1.2274e+00	-1.2525e+00	 2.5052e-02
4.20	-1.3074e+00	-1.3074e+00	 1.0880e-14
4.30	-1.3742e+00	-1.3508e+00	-2.3426e-02
4.40	-1.4274e+00	-1.3826e+00	-4.4761e-02
4.50	-1.4663e+00	-1.4027e+00	-6.3613e-02
4.60	-1.4905e+00	-1.4109e+00	-7.9666e-02
4.70	-1.4999e+00	-1.4072e+00	-9.2685e-02
4.80	-1.4942e+00	-1.3917e+00	-1.0252e-01
4.90	-1.4737e+00	-1.3646e+00	-1.0910e-01
5.00	-1.4384e+00	-1.3259e+00	-1.1244e-01
5.10	-1.3887e+00	-1.2761e+00	-1.1265e-01
5.20	-1.3252e+00	-1.2153e+00	-1.0989e-01
5.30	-1.2484e+00	-1.1440e+00	-1.0442e-01
5.40	-1.1591e+00	-1.0626e+00	-9.6549e-02
5.50	-1.0583e+00	-9.7166e-01	-8.6655e-02
5.60	-9.4690e-01	-8.7174e-01	-7.5162e-02
5.70	-8.2603e-01	-7.6349e-01	-6.2535e-02
5.80	-6.9690e-01	-6.4764e-01	-4.9268e-02
5.90	-5.6081e-01	-5.2494e-01	-3.5872e-02
6.00	-4.1912e-01	-3.9626e-01	-2.2863e-02
6.10	-2.7324e-01	-2.6250e-01	-1.0745e-02
6.20	-1.2463e-01	-1.2463e-01	 9.0344e-15
6.30	 2.5221e-02	 1.6293e-02	 8.9282e-03
6.40	 1.7482e-01	 1.5917e-01	 1.5649e-02
6.50	 3.2268e-01	 3.0284e-01	 1.9841e-02
6.60	 4.6731e-01	 4.4605e-01	 2.1265e-02
6.70	 6.0727e-01	 5.8750e-01	 1.9778e-02
6.80	 7.4117e-01	 7.2582e-01	 1.5353e-02
6.90	 8.6766e-01	 8.5958e-01	 8.0846e-03
7.00	 9.8548e-01	 9.8727e-01	-1.7896e-03
7.10	 1.0935e+00	 1.1073e+00	-1.3881e-02
7.20	 1.1905e+00	 1.2181e+00	-2.7638e-02
7.30	 1.2757e+00	 1.3180e+00	-4.2332e-02
7.40	 1.3481e+00	 1.4051e+00	-5.7052e-02
7.50	 1.4070e+00	 1.4777e+00	-7.0694e-02
7.60	 1.4519e+00	 1.5338e+00	-8.1953e-02
7.70	 1.4823e+00	 1.5716e+00	-8.9318e-02
7.80	 1.4978e+00	 1.5889e+00	-9.1068e-02
7.90	 1.4984e+00	 1.5837e+00	-8.5268e-02
8.00	 1.4840e+00	 1.5538e+00	-6.9769e-02
8.10	 1.4548e+00	 1.4970e+00	-4.2206e-02
8.20	 1.4111e+00	 1.4111e+00	-2.5313e-14
